SampleID,Site,Datetime,doy,yearS,Temperature,DO_mgl,DO_perctsat,SpC_field,pH_field,pH_lab,ANC_H,ANC_CACO3,SpC_lab,Fl,Chloride,Br,Nitrate,Phosphate_P,Sulfate,Ammonium_N,Nitrate_plus_Nitrite_N,TP,TN,P_PO4,Al,Ca,Fe,K,Mg,Mn,Na,Si,Sr,DOC,FInew,Abs254,FDOM_lab,HIX,SlopeRatio,pnum,pdenom,Fmax370,MaxFluor313,T280,FAem,FAex,HAem,HAex,Beta1,Alpha,Freshness_Index,d2H,d18O,d17O,F_Modern,Fm_Err,Age,Age_Err,d13C,d13C_Source,D14C,DOC_Conc,Fluoresence_Index,Peak_370,TDS,Turbidity,As,Ba,Cr,Cu,Mo,Ni,Pb,Sb,Se,V,Zn
WG0079_B,shrub_creek,2020-05-14T18:10:00Z,135,2020,2.7,13.1,NA,36.3,7.48,5.808,308.47826,15.4377,36.63,0.005,0.340429,0,0.05,0.015,2.325909,0,0.047933,0,0.074094,0.002379,0.005,6.866078,0.025,0.25,0.155765,0.005,0.463175,0.905159,0.025002,1.41,1.33,0.02,7.1,0.93,0.51,-0.01,-0.03,1.63,1.81,0.02,400,350,450,240,0.03,0.07,0.41,-131.93,-17.76,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0080,stream_gauge,2020-05-14T20:00:00Z,135,2020,NA,NA,NA,NA,NA,5.806,334.49782,16.7398,43.61,0.005,0.401541,0,0.03,0.015,4.266801,0,0.022205,0.025,0.025,0.002109,0.028065,8.135341,0.025,0.25,0.206071,0.005,0.462465,0.595358,0.033019,0.86,1.35,0.01,2.29,0.84,0.57,-0.01,-0.02,3.29,4.72,0.01,400,350,460,240,0.01,0.03,0.45,-130.48,-17.67,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0081,glacier_2,2020-05-14T21:05:00Z,135,2020,1.5,NA,NA,77.3,7.63,5.892,511.45038,25.5953,75.7,0.005,0.476361,0,0.04,0.015,11.100393,0,0.036186,0.025,0.025,0.001752,0.021877,13.968012,0.025,0.25,0.43474,0.005,0.72216,0.777721,0.055682,0.75,1.38,0.01,0.6,0.5,0.86,-0.01,-0.01,6,9.35,0.01,400,350,416,240,0,0.01,0.71,-136.72,-18.58,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0082_A,forest_north,2020-05-14T22:05:00Z,135,2020,4,12.9,NA,31.7,7.41,5.832,313.2321,15.6756,35.92,0.005,0.405047,0,0.01,0.015,1.871713,0,0.007043,0,0.025,0.002077,0.012728,6.724788,0.025,0.25,0.14955,0.005,0.491604,0.804497,0.020497,1.21,1.26,0.03,6.42,0.94,0.67,-0.01,-0.02,1.75,2.18,0.01,400,350,446,240,0.02,0.06,0.35,-119.22,-16.55,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0082-A_replicate,forest_north,2020-05-14T22:05:00Z,135,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025,0.025,0.001788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0082_B,nellie_juan,2020-05-15T01:20:00Z,135,2020,5.6,13.9,NA,53,7.53,5.84,385.26663,19.2805,52.15,0.013563,0.663411,0,0.06,0.015,5.866866,0,0.045471,0.025,0.064723,0,0.023456,9.317116,0.025,0.25,0.41645,0.005,0.731886,0.879513,0.041233,0.97,1.29,0.02,3.67,0.81,0.81,-0.01,-0.02,6.38,9.86,0.02,400,350,454,240,0.02,0.04,0.44,-120.39,-16.65,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0082-B_replicate,nellie_juan,2020-05-15T01:20:00Z,135,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011247,0.604125,0,0.05,0.015,5.805749,0,0.045518,NA,NA,NA,0.023333,9.264991,0.025,0.25,0.416954,0.005,0.731299,0.855177,0.041488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0083,glacier_2,2020-06-10T18:30:00Z,162,2020,0.6,13.2,NA,92.3,7.55,5.778,366.09035,18.3208,92.56,0,0.346174,0,0.01,0.015,23.183895,0,0.023888,0.025,0.025,5e-4,0.03635,14.723237,0.025,0.25,0.882285,0.005,0.890747,0.547073,0.089521,0.25,1.3,0.01,1.87,0.66,1.62,-0.01,-0.01,8.74,15.21,0.02,400,350,446,240,0.02,0.03,0.52,-138.96,-18.89,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0084,shrub_creek,2020-06-10T21:00:00Z,162,2020,6.9,11.5,NA,34.4,7.59,5.806,302.01415,15.1142,36.17,0,0.192197,0,0.01,0.015,2.543564,0,0.00224,0.025,0.025,5e-4,0.005,6.574054,0.025,0.25,0.141995,0.005,0.40553,0.823115,0.023564,0.25,1.32,0.01,3.38,0.91,0.25,-0.02,-0.08,0.64,1.16,0.01,400,350,442,240,0.01,0.03,0.4,-131.83,-17.75,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0085,stream_gauge,2020-06-10T22:30:00Z,162,2020,3.2,13.3,NA,63.4,7.41,5.769,269.12029,13.468,61.6,0,0.28534,0,0.01,0.015,13.067347,0.005,0.009381,0.025,0.025,5e-4,0.021684,10.268748,0.025,0.25,0.450646,0.005,0.553997,0.417251,0.05322,0.54,1.41,0.01,0.64,0.58,1.65,-0.01,0,5.23,7.22,0.01,400,350,427,240,0,0.01,0.64,-133.48,-17.79,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0086,tundra,2020-06-11T00:00:00Z,162,2020,6.6,11.4,NA,21.5,7.32,5.612,176.64865,8.8403,22.42,0,0.23725,0,0.01,0.015,1.727028,0.005,0.001,0.025,0.025,0.002304,0.005,3.840407,0.025,0.25,0.099314,0.005,0.353001,0.571924,0.015204,0.25,1.2,0.03,8.56,0.85,1.32,-0.01,-0.01,9.54,17.47,0.03,436,310,424,240,0.06,0.13,0.46,-127.7,-17.35,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0087,forest_north,2020-06-11T01:45:00Z,162,2020,7.5,11.3,NA,27.9,7.22,5.727,233.2431,11.6725,25.46,0,0.206838,0,0,0.015,1.259866,0,0,0.025,0.025,0.001964,0.005,4.749693,0.025,0.25,0.09496,0.005,0.333855,0.599264,0.011491,0.25,1.27,0.01,2.89,0.91,0.65,-0.02,-0.02,0.69,1.23,0.01,400,350,460,240,0.01,0.03,0.38,-116.86,-16.06,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0088,shrub_creek,2020-06-30T18:40:00Z,182,2020,8,11.4,NA,37.8,7.39,5.796,327.52839,16.391,37.53,0,0.138576,0,0.01,0.015,2.788509,0,0.002655,0.025,0.025,0.002138,0.005,7.218105,0.025,0.25,0.151114,0.005,0.403784,0.817193,0.026775,NA,1.4,0.01,3.04,0.93,NA,-0.02,NA,0.08,0.09,0.01,449,330,440,240,0.01,0.03,0.41,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0089,stream_gauge,2020-06-30T19:55:00Z,182,2020,3,13.5,NA,29.5,6.99,5.723,202.57511,10.1378,32.81,0,0.237104,0,0.01,0.015,5.024828,0,0.008148,0.025,0.078807,0.001598,0.015977,5.68462,0.025,0.25,0.225721,0.005,0.30742,0.248774,0.019428,0.84,1.95,0,0.25,0.51,-1.04,-0.01,0.01,2.53,3.3,0,422,305,420,240,0,0,0.52,-129.62,-17.68,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0090,glacier_2,2020-06-30T21:46:00Z,182,2020,0.5,13.3,NA,31.6,7.22,5.686,171.80472,8.5979,32.25,0,0.272173,0,0.01,0.015,5.7123,0,0.01291,0.025,0.025,5e-4,0.005,5.16949,0.025,0.25,0.263255,0.005,0.335361,0.193861,0.017281,0.62,1.54,0,0.14,0.34,2.46,0.01,0,1.16,1.46,0,412,300,412,240,0,0,0.4,-131.87,-18.06,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0091,tundra,2020-07-01T02:14:00Z,182,2020,NA,NA,NA,NA,NA,5.688,177.15517,8.8656,21.71,0,0.185392,0,0,0.015,1.744867,0,0,0.025,0.025,0.001939,0.005,3.837889,0.025,0.25,0.098257,0.005,0.360944,0.550098,0.015964,0.56,1.31,0,1.48,0.85,NA,NA,0.01,0.12,0.34,0.01,440,315,418,240,0.01,0.01,0.47,-122.04,-16.62,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0091_replicate,tundra,2020-07-01T02:14:00Z,182,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.025,0.001874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0092,forest_north,2020-07-01T03:17:00Z,182,2020,NA,NA,NA,NA,NA,5.811,346.05764,17.3183,37.18,0,0.215972,0,0.01,0.015,1.727793,0,0.009156,0.025,0.025,0,0.005,7.180107,0.025,0.25,0.14616,0.005,0.43747,0.838489,0.024255,0.8,1.35,0.02,4.3,0.94,1.13,-0.01,-0.01,0.97,1.18,0.01,442,315,450,240,0.01,0.04,0.35,-111.47,-15.39,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0092_replicate,forest_north,2020-07-01T03:17:00Z,182,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.221041,0,0.01,0.015,1.738956,0,0.009304,NA,NA,NA,0.005,7.21766,0.025,0.25,0.145814,0.005,0.43873,0.830403,0.024356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0093,nellie_juan,2020-07-01T03:43:00Z,182,2020,NA,NA,NA,NA,NA,5.493,182.45232,9.1307,33.86,0,0.233106,0,0.01,0.015,5.927988,0,0.00725,0.025,0.025,5e-4,0.011313,4.974715,0.025,0.25,0.328324,0.005,0.457854,0.305578,0.045132,0.87,1.52,0,0.32,0.59,0.48,-0.01,-0.02,1.53,2.01,0,420,305,430,240,0,0,0.4,-113.09,-15.32,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0094,tundra,2020-09-05T19:20:00Z,249,2020,7.3,11.3,NA,38.2,7.4,5.781,316.75794,15.852,38.01,0,0.229031,0,0.01,0.015,2.930349,0.005,0.008654,0.025,0.025,0.001757,0.005,6.406788,0.025,0.25,0.167598,0.005,0.627364,0.964986,0.04927,0.65,1.31,-0.01,2.71,0.95,3.89,-0.02,-0.01,0.06,0.07,0.01,445,325,436,240,0.01,0.02,0.45,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0094_UF,tundra,2020-09-05T19:20:00Z,249,2020,NA,NA,NA,NA,NA,5.791,320.26505,16.0275,37.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0095,forest_north,2020-09-05T21:10:00Z,249,2020,9.1,10.2,NA,49,7.14,5.879,445.75163,22.3074,47.67,0,0.380222,0.005,0.01,0.015,2.311596,0,0.010551,0.025,0.025,5e-4,0.014018,8.569466,0.025,0.25,0.192577,0.005,0.692128,1.247076,0.046772,0.98,1.34,0.07,10.74,0.97,3.38,0,0,0.09,0.1,0.01,460,330,460,240,0.03,0.09,0.39,-111.7,-15.19,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0095_UF,forest_north,2020-09-05T21:10:00Z,249,2020,NA,NA,NA,NA,NA,5.873,438.67403,21.9532,47.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0096,nellie_juan,2020-09-05T23:00:00Z,249,2020,6.5,13.5,NA,53.3,7.66,5.822,338.9415,16.9622,52.25,0,0.391043,0,0.01,0.015,8.234724,0.005,0.013367,0.025,0.025,0.001962,0.019689,8.519971,0.025,0.25,0.491067,0.005,0.652763,0.644648,0.05827,0.56,1.4,0.01,1.49,0.8,1.09,-0.02,-0.02,1.83,2.56,0.01,450,330,434,240,0.01,0.01,0.45,-118.71,-15.95,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0096_UF,nellie_juan,2020-09-05T23:00:00Z,249,2020,NA,NA,NA,NA,NA,5.808,347.85479,17.4082,51.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0097,glacier_2,2020-09-06T00:20:00Z,249,2020,4.7,11.8,NA,55.1,7.81,5.895,494.53341,24.7487,60.08,0,0.185878,0,0.01,0.015,6.387661,0,0,0,0.025,0.001956,0.005,11.257617,0.025,0.25,0.329174,0.005,0.538516,0.885766,0.056105,0.25,1.63,-0.01,0.72,0.65,4.73,0.04,0.01,0.64,0.78,0.01,442,307.5,454,240,0,0.01,0.52,-125.67,-16.77,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0097_UF,glacier_2,2020-09-06T00:20:00Z,249,2020,NA,NA,NA,NA,NA,5.911,513.58301,25.702,61.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0098,stream_gauge,2020-09-09T21:00:00Z,253,2020,2,13.7,NA,35.4,7.26,5.745,207.03297,10.360900000000001,33.71,0,0.160576,0,0.01,0.015,5.748263,0.005,0.001,0.025,0.025,0,0.011141,5.509698,0.025,0.25,0.274707,0.005,0.303314,0.2237,0.034461,0.25,1.56,0.02,0.5,0.52,9.1,0.01,0,3.01,3.99,0.01,424,305,450,240,0,0,0.52,-122.39,-16.62,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0099,shrub_creek,2020-09-09T22:00:00Z,253,2020,7.3,11.6,NA,70.3,7.8,5.867,619.04762,30.98,68.09,0,0.228048,0,0.01,0.015,4.431503,0,0.023611,0.025,0.055899,0.002071,0.005,12.104446,0.025,0.25,0.269145,0.005,0.737501,1.354002,0.071602,0.98,1.38,0.08,9.09,0.96,2.92,0,0,0.09,0.1,0.01,456,335,460,240,0.03,0.07,0.45,-118.83,-15.63,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0100,forest,2020-09-10T00:20:00Z,253,2020,8.8,11.6,NA,66,7.73,5.936,597.88301,29.9208,62.17,0,0.590249,0,0.01,0.015,2.774525,0.015034,0,0.025,0.078427,0.002674,0.028357,11.097904,0.025,0.25,0.405478,0.005,1.050922,1.659621,0.079015,1.58,1.31,0.08,13.44,0.96,1.74,0,0,0.11,0.13,0.02,452,325,456,240,0.05,0.12,0.39,-108.59,-14.74,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0101,glacier_2,2020-09-10T04:20:00Z,253,2020,NA,NA,NA,NA,NA,5.832,372.00656,18.6169,45.58,0,0.132844,0,0.01,0.015,4.325407,0,0,0.025,0.025,5e-4,0.005,7.913858,0.025,0.25,0.237254,0.005,0.367408,0.648747,0.040395,0.25,1.32,-0.02,0.56,0.61,9.29,-0.02,0,2.94,3.8,0.01,458,300,438,240,0,0.01,0.58,-123.03,-16.4,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0101_replicate,glacier_2,2020-09-10T04:20:00Z,253,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025,0.025,5e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0102,glacier_2,2020-09-10T18:05:00Z,254,2020,4.3,11.6,NA,77,7.91,5.923,611.46637,30.6006,71.34,0,0.215694,0,0.01,0.015,6.640812,0,0,0.025,0.025,5e-4,0.005,12.687174,0.025,0.25,0.388017,0.005,0.658534,1.125304,0.065803,0.25,1.52,0.03,1.06,0.76,3.26,0.01,0,0.8,0.96,0.01,444,330,412,240,0,0.01,0.59,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0102_replicate,glacier_2,2020-09-10T18:05:00Z,254,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.199696,0,0.01,0.015,6.612154,0,0,NA,NA,NA,0.005,12.918786,0.025,0.25,0.388946,0.005,0.65853,1.124318,0.066358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0103,glacier_2,2020-09-11T03:12:00Z,254,2020,2.5,12.5,NA,41.1,7.61,5.822,323.20534,16.1747,39.34,0,0.117096,0,0.01,0.015,3.668881,0,0,0.025,0.025,0.001897,0.005,6.726478,0.025,0.25,0.19739,0.005,0.308204,0.550255,0.033511,0.25,1.35,-0.02,0.49,0.61,2.97,-0.02,-0.01,1.56,1.91,0.01,434,315,416,240,0,0,0.46,-122.65,-16.46,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0103_replicate,glacier_2,2020-09-11T03:12:00Z,254,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0104,glacier_2,2020-09-11T18:15:00Z,255,2020,NA,NA,NA,NA,NA,5.95,630.29625,31.5429,72.12,0,0.207469,0,0.01,0.015,6.521623,0,0.001,0.025,0.025,0.002087,0.005,13.491713,0.025,0.25,0.400429,0.005,0.679601,1.162494,0.067887,0.25,1.45,0.06,1.08,0.8,1.19,0,0,0.44,0.66,0.01,428,305,438,240,0,0.01,0.48,-123.51,-16.36,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0115,glacier_1,2020-09-11T18:45:00Z,255,2020,NA,NA,NA,NA,NA,5.748,207.35931,10.3772,26.26,0,0.095095,0,0.01,0.015,2.503458,0,0,0,0,5e-4,0.005,4.331894,0.025,0.25,0.128708,0.005,0.19349,0.307914,0.020897,0.25,1.25,0.02,0.33,0.74,10.34,0.01,0,1.42,1.75,0,446,315,412,240,0,0,0.18,-121.87,-16.52,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0114,mid_gw,2020-09-11T22:00:00Z,255,2020,NA,NA,NA,NA,NA,5.904,591.07143,29.5799,69.63,0,0.507972,0,0.01,0.015,6.497925,0.045241,0,0.025,0.172076,0.005069,0.005,12.684989,0.025,0.25,0.247587,0.005,0.840061,1.077146,0.07297,0.64,1.51,0,2.37,0.18,22.34,-0.05,0,0.61,0.67,0.05,426,320,446,240,0.01,0.02,0.64,-116.44,-15.41,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0106,glacier_2,2020-09-12T19:35:00Z,256,2020,4.6,11.5,NA,79.3,7.88,5.951,649.55556,32.5067,73.46,0,0.2171,0,0,0.015,6.305003,0,0,0.025,0.025,0.0021,0.005,13.32672,0.025,0.25,0.402254,0.005,0.682336,1.167623,0.067936,0.25,1.61,0.01,0.96,0.57,10.64,0.02,0,0.39,0.48,0.01,441,315,424,240,0,0.01,0.56,-124.78,-16.52,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0107,glacier_1,2020-09-13T02:40:00Z,256,2020,NA,NA,NA,NA,NA,5.707,145.07659,7.2603,14.42,0,0.120695,0,0.01,0.015,0.504993,0.005,0,0,0.025,5e-4,0.04177,2.425552,0.025,0.25,0.077646,0.005,0.05,0.124433,0.005,0.25,1.02,0,0.43,0.26,6.46,0.03,0.01,4.72,7.07,0.04,414,300,454,240,0,0.01,0.82,-119.03,-16.34,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0108,glacier_2,2020-09-13T03:00:00Z,256,2020,2.9,12.3,NA,39.1,7.65,5.779,316.18625,15.8234,36.55,0,0.099302,0,0.01,0.015,3.273589,0,0.001,0.025,0.025,0.001827,0.005,6.639531,0.025,0.25,0.188951,0.005,0.287311,0.485932,0.031912,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-122.17,-16.75,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0109,glacier_1,2020-09-13T19:09:00Z,257,2020,0.8,13.1,NA,22.8,8.63,5.501,261.53846,13.0886,27.12,0,0.035154,0,0.01,0.015,1.065097,0,0,0.025,0.025,5e-4,0.017023,4.432801,0.025,0.25,0.112513,0.005,0.05,0.124004,0.018436,0.25,0.92,-0.01,0.26,0.33,-7.97,-0.14,0.02,5.56,9.04,0.01,414,300,460,240,0,0,0.7,-117.28,-15.96,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0110,glacier_1,2020-09-13T19:19:00Z,257,2020,0.8,13.1,NA,22.8,8.63,5.699,243.55458,12.1886,24.71,0,0.039714,0,0.01,0.015,1.017675,0,0,0.025,0.025,0.002918,0.022446,4.424863,0.025,0.25,0.108702,0.005,0.05,0.122785,0.017793,0.25,1.48,-0.01,0.11,-0.04,NA,-0.04,NA,0.47,0.62,0,428,305,426,240,0,0,-0.18,-117.88,-16.03,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0111,glacier_1,2020-09-13T19:28:00Z,257,2020,0.8,13.1,NA,22.8,8.63,5.699,219.41854,10.9807,22.67,0,0.03799,0,0,0.015,0.938689,0,0,0.025,0.025,0.00304,0.021084,4.060209,0.025,0.25,0.107633,0.005,0.05,0.126305,0.016327,0.25,0.92,0.06,0.11,0.18,-0.26,0,0,1.9,2.54,0,458,300,402,240,0,0,0.17,-117.85,-16.07,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0112,glacier_2,2020-09-13T19:50:00Z,257,2020,4.7,11.5,NA,76.3,7.92,5.894,627.53304,31.4046,70.91,0,0.232276,0,0.01,0.015,5.973127,0,0.003126,0.025,0.025,0.001078,0.005,12.991131,0.025,0.25,0.388794,0.005,0.649678,1.118968,0.065022,0.25,1.46,0.02,0.88,0.62,1.16,0,0,0.54,0.68,0,432,310,416,240,0,0.01,0.43,-124.52,-16.67,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0112_replicate,glacier_2,2020-09-13T19:50:00Z,257,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025,0.025,0.001248,0.005,12.928395,0.025,0.25,0.387066,0.005,0.649666,1.136229,0.064766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
